transaction_id,date,month,product,category,unit_price_rwf,quantity,line_total_rwf,region,client_name,client_type
TXN-00461,2025-02-16,2025-02,Ibuprofen 400mg,Analgesics & Pain Relief,700,37,25900,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00462,2025-02-17,2025-02,Prenatal Vitamins,Maternal & Child Health,2800,12,33600,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00463,2025-02-17,2025-02,Paracetamol 500mg,Analgesics & Pain Relief,500,72,36000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00464,2025-02-17,2025-02,Ciprofloxacin 500mg,Antibiotics,1600,25,40000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00465,2025-02-17,2025-02,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,14,35000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00466,2025-02-17,2025-02,Prenatal Vitamins,Maternal & Child Health,2800,13,36400,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00467,2025-02-17,2025-02,Amoxicillin 500mg,Antibiotics,1200,34,40800,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00468,2025-02-17,2025-02,Ciprofloxacin 500mg,Antibiotics,1600,21,33600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00469,2025-02-17,2025-02,Ibuprofen 400mg,Analgesics & Pain Relief,700,54,37800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00470,2025-02-17,2025-02,Amodiaquine + Artesunate 25mg,Antimalarials,1800,19,34200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00471,2025-02-18,2025-02,Losartan 50mg,Antihypertensives,2100,29,60900,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00472,2025-02-18,2025-02,Digital Thermometer,Medical Supplies,5800,8,46400,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00473,2025-02-18,2025-02,Metformin 500mg,Diabetes Care,1300,43,55900,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00474,2025-02-18,2025-02,Cough Syrup 100ml,Cold & Flu,1400,38,53200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00475,2025-02-18,2025-02,Oral Rehydration Salts,Maternal & Child Health,600,92,55200,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00476,2025-02-18,2025-02,Coartem 20/120mg,Antimalarials,2200,28,61600,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00477,2025-02-19,2025-02,Hydrocortisone Cream 15g,Dermatology,2300,9,20700,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00478,2025-02-19,2025-02,Insulin Glargine Pen,Diabetes Care,9500,4,38000,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00479,2025-02-19,2025-02,Surgical Gloves (box of 100),Medical Supplies,4500,4,18000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00480,2025-02-19,2025-02,Disposable Syringes (box of 50),Medical Supplies,6200,5,31000,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00481,2025-02-19,2025-02,Quinine Sulphate 300mg,Antimalarials,1500,17,25500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00482,2025-02-19,2025-02,Ciprofloxacin 500mg,Antibiotics,1600,14,22400,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00483,2025-02-19,2025-02,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,12,30000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00484,2025-02-19,2025-02,Cough Syrup 100ml,Cold & Flu,1400,20,28000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00485,2025-02-19,2025-02,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,24,26400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00486,2025-02-19,2025-02,Oral Rehydration Salts,Maternal & Child Health,600,42,25200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00487,2025-02-19,2025-02,Oral Rehydration Salts,Maternal & Child Health,600,44,26400,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00488,2025-02-19,2025-02,Amoxicillin 500mg,Antibiotics,1200,24,28800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00489,2025-02-19,2025-02,Hydrocortisone Cream 15g,Dermatology,2300,14,32200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00490,2025-02-19,2025-02,Digital Thermometer,Medical Supplies,5800,3,17400,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00491,2025-02-20,2025-02,Losartan 50mg,Antihypertensives,2100,15,31500,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00492,2025-02-20,2025-02,Amlodipine 5mg,Antihypertensives,1700,20,34000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00493,2025-02-20,2025-02,Amoxicillin 500mg,Antibiotics,1200,27,32400,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00494,2025-02-20,2025-02,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,33,36300,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00495,2025-02-20,2025-02,Vitamin C 1000mg,Vitamins & Supplements,1900,16,30400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00496,2025-02-20,2025-02,Insulin Glargine Pen,Diabetes Care,9500,1,9500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00497,2025-02-20,2025-02,Quinine Sulphate 300mg,Antimalarials,1500,20,30000,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00498,2025-02-20,2025-02,Amoxicillin 500mg,Antibiotics,1200,30,36000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00499,2025-02-20,2025-02,Vitamin C 1000mg,Vitamins & Supplements,1900,16,30400,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00500,2025-02-20,2025-02,Coartem 20/120mg,Antimalarials,2200,17,37400,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00501,2025-02-20,2025-02,Prenatal Vitamins,Maternal & Child Health,2800,12,33600,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00502,2025-02-20,2025-02,Amoxicillin 500mg,Antibiotics,1200,28,33600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00503,2025-02-20,2025-02,Surgical Gloves (box of 100),Medical Supplies,4500,8,36000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00504,2025-02-21,2025-02,Antihistamine Tablets,Cold & Flu,800,90,72000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00505,2025-02-21,2025-02,Amoxicillin 500mg,Antibiotics,1200,62,74400,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00506,2025-02-21,2025-02,Paracetamol 500mg,Analgesics & Pain Relief,500,143,71500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00507,2025-02-21,2025-02,Insulin Glargine Pen,Diabetes Care,9500,7,66500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00508,2025-02-21,2025-02,Vitamin C 1000mg,Vitamins & Supplements,1900,40,76000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00509,2025-02-21,2025-02,Amoxicillin 500mg,Antibiotics,1200,60,72000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00510,2025-02-22,2025-02,Prenatal Vitamins,Maternal & Child Health,2800,18,50400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00511,2025-02-22,2025-02,Surgical Gloves (box of 100),Medical Supplies,4500,13,58500,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00512,2025-02-22,2025-02,Amodiaquine + Artesunate 25mg,Antimalarials,1800,28,50400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00513,2025-02-22,2025-02,Disposable Syringes (box of 50),Medical Supplies,6200,7,43400,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00514,2025-02-22,2025-02,Metronidazole 400mg,Antibiotics,900,51,45900,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00515,2025-02-22,2025-02,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,14,44800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00516,2025-02-22,2025-02,Amodiaquine + Artesunate 25mg,Antimalarials,1800,25,45000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00517,2025-02-22,2025-02,Cough Syrup 100ml,Cold & Flu,1400,36,50400,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00518,2025-02-22,2025-02,Quinine Sulphate 300mg,Antimalarials,1500,30,45000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00519,2025-02-23,2025-02,Oral Rehydration Salts,Maternal & Child Health,600,91,54600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00520,2025-02-23,2025-02,Losartan 50mg,Antihypertensives,2100,27,56700,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00521,2025-02-23,2025-02,Metronidazole 400mg,Antibiotics,900,62,55800,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00522,2025-02-23,2025-02,Digital Thermometer,Medical Supplies,5800,10,58000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00523,2025-02-23,2025-02,Antihistamine Tablets,Cold & Flu,800,67,53600,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00524,2025-02-23,2025-02,Ciprofloxacin 500mg,Antibiotics,1600,34,54400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00525,2025-02-24,2025-02,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,28,70000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00526,2025-02-24,2025-02,Losartan 50mg,Antihypertensives,2100,33,69300,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00527,2025-02-24,2025-02,Metformin 500mg,Diabetes Care,1300,52,67600,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00528,2025-02-24,2025-02,Paracetamol 500mg,Analgesics & Pain Relief,500,135,67500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00529,2025-02-24,2025-02,Vitamin C 1000mg,Vitamins & Supplements,1900,36,68400,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00530,2025-02-24,2025-02,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,24,76800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00531,2025-02-25,2025-02,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,7,22400,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-00532,2025-02-25,2025-02,Amlodipine 5mg,Antihypertensives,1700,19,32300,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00533,2025-02-25,2025-02,Amodiaquine + Artesunate 25mg,Antimalarials,1800,15,27000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00534,2025-02-25,2025-02,Paracetamol 500mg,Analgesics & Pain Relief,500,58,29000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00535,2025-02-25,2025-02,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,9,28800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00536,2025-02-25,2025-02,Amodiaquine + Artesunate 25mg,Antimalarials,1800,17,30600,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00537,2025-02-25,2025-02,Losartan 50mg,Antihypertensives,2100,13,27300,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00538,2025-02-25,2025-02,Amlodipine 5mg,Antihypertensives,1700,19,32300,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00539,2025-02-25,2025-02,Ibuprofen 400mg,Analgesics & Pain Relief,700,44,30800,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00540,2025-02-25,2025-02,Surgical Gloves (box of 100),Medical Supplies,4500,7,31500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00541,2025-02-25,2025-02,Amlodipine 5mg,Antihypertensives,1700,20,34000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00542,2025-02-25,2025-02,Losartan 50mg,Antihypertensives,2100,12,25200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00543,2025-02-25,2025-02,Quinine Sulphate 300mg,Antimalarials,1500,20,30000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00544,2025-02-26,2025-02,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00545,2025-02-26,2025-02,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,8,25600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00546,2025-02-26,2025-02,Amodiaquine + Artesunate 25mg,Antimalarials,1800,18,32400,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00547,2025-02-26,2025-02,Antihistamine Tablets,Cold & Flu,800,41,32800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00548,2025-02-26,2025-02,Vitamin C 1000mg,Vitamins & Supplements,1900,15,28500,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00549,2025-02-26,2025-02,Amoxicillin 500mg,Antibiotics,1200,26,31200,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00550,2025-02-26,2025-02,Cough Syrup 100ml,Cold & Flu,1400,24,33600,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00551,2025-02-26,2025-02,Quinine Sulphate 300mg,Antimalarials,1500,22,33000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00552,2025-02-26,2025-02,Digital Thermometer,Medical Supplies,5800,6,34800,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-00553,2025-02-26,2025-02,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,28,30800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00554,2025-02-26,2025-02,Oral Rehydration Salts,Maternal & Child Health,600,57,34200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00555,2025-02-26,2025-02,Oral Rehydration Salts,Maternal & Child Health,600,56,33600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-00556,2025-02-27,2025-02,Hydrocortisone Cream 15g,Dermatology,2300,13,29900,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-00557,2025-02-27,2025-02,Amoxicillin 500mg,Antibiotics,1200,26,31200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00558,2025-02-27,2025-02,Paracetamol 500mg,Analgesics & Pain Relief,500,65,32500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00559,2025-02-27,2025-02,Ciprofloxacin 500mg,Antibiotics,1600,24,38400,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00560,2025-02-27,2025-02,Metronidazole 400mg,Antibiotics,900,40,36000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00561,2025-02-27,2025-02,Metformin 500mg,Diabetes Care,1300,27,35100,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00562,2025-02-27,2025-02,Metformin 500mg,Diabetes Care,1300,28,36400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00563,2025-02-27,2025-02,Hydrocortisone Cream 15g,Dermatology,2300,17,39100,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00564,2025-02-27,2025-02,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,33,36300,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00565,2025-02-27,2025-02,Ciprofloxacin 500mg,Antibiotics,1600,22,35200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00566,2025-02-27,2025-02,Insulin Glargine Pen,Diabetes Care,9500,4,38000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00567,2025-02-28,2025-02,Cough Syrup 100ml,Cold & Flu,1400,27,37800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00568,2025-02-28,2025-02,Oral Rehydration Salts,Maternal & Child Health,600,67,40200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00569,2025-02-28,2025-02,Metformin 500mg,Diabetes Care,1300,33,42900,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00570,2025-02-28,2025-02,Coartem 20/120mg,Antimalarials,2200,19,41800,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00571,2025-02-28,2025-02,Quinine Sulphate 300mg,Antimalarials,1500,30,45000,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00572,2025-02-28,2025-02,Antihistamine Tablets,Cold & Flu,800,54,43200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00573,2025-02-28,2025-02,Amlodipine 5mg,Antihypertensives,1700,25,42500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00574,2025-02-28,2025-02,Prenatal Vitamins,Maternal & Child Health,2800,18,50400,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00575,2025-02-28,2025-02,Metformin 500mg,Diabetes Care,1300,34,44200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00576,2025-02-28,2025-02,Paracetamol 500mg,Analgesics & Pain Relief,500,82,41000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00577,2025-03-01,2025-03,Metformin 500mg,Diabetes Care,1300,37,48100,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00578,2025-03-01,2025-03,Disposable Syringes (box of 50),Medical Supplies,6200,6,37200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00579,2025-03-01,2025-03,Hydrocortisone Cream 15g,Dermatology,2300,21,48300,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00580,2025-03-01,2025-03,Ibuprofen 400mg,Analgesics & Pain Relief,700,76,53200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00581,2025-03-01,2025-03,Metformin 500mg,Diabetes Care,1300,41,53300,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00582,2025-03-01,2025-03,Antihistamine Tablets,Cold & Flu,800,63,50400,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00583,2025-03-01,2025-03,Vitamin C 1000mg,Vitamins & Supplements,1900,27,51300,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00584,2025-03-01,2025-03,Losartan 50mg,Antihypertensives,2100,24,50400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00585,2025-03-02,2025-03,Hydrocortisone Cream 15g,Dermatology,2300,28,64400,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00586,2025-03-02,2025-03,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,57,62700,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00587,2025-03-02,2025-03,Surgical Gloves (box of 100),Medical Supplies,4500,15,67500,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00588,2025-03-02,2025-03,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,29,72500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00589,2025-03-02,2025-03,Antihistamine Tablets,Cold & Flu,800,80,64000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00590,2025-03-02,2025-03,Quinine Sulphate 300mg,Antimalarials,1500,45,67500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00591,2025-03-03,2025-03,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,19,60800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00592,2025-03-03,2025-03,Surgical Gloves (box of 100),Medical Supplies,4500,12,54000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00593,2025-03-03,2025-03,Antihistamine Tablets,Cold & Flu,800,66,52800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00594,2025-03-03,2025-03,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,18,57600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00595,2025-03-03,2025-03,Hydrocortisone Cream 15g,Dermatology,2300,22,50600,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00596,2025-03-03,2025-03,Surgical Gloves (box of 100),Medical Supplies,4500,14,63000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00597,2025-03-03,2025-03,Surgical Gloves (box of 100),Medical Supplies,4500,13,58500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00598,2025-03-03,2025-03,Hydrocortisone Cream 15g,Dermatology,2300,25,57500,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00599,2025-03-04,2025-03,Vitamin C 1000mg,Vitamins & Supplements,1900,13,24700,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00600,2025-03-04,2025-03,Paracetamol 500mg,Analgesics & Pain Relief,500,49,24500,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00601,2025-03-04,2025-03,Paracetamol 500mg,Analgesics & Pain Relief,500,48,24000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00602,2025-03-04,2025-03,Ciprofloxacin 500mg,Antibiotics,1600,13,20800,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-00603,2025-03-04,2025-03,Amoxicillin 500mg,Antibiotics,1200,22,26400,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00604,2025-03-04,2025-03,Digital Thermometer,Medical Supplies,5800,6,34800,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00605,2025-03-04,2025-03,Surgical Gloves (box of 100),Medical Supplies,4500,5,22500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00606,2025-03-04,2025-03,Ciprofloxacin 500mg,Antibiotics,1600,17,27200,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00607,2025-03-04,2025-03,Ciprofloxacin 500mg,Antibiotics,1600,14,22400,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00608,2025-03-04,2025-03,Disposable Syringes (box of 50),Medical Supplies,6200,6,37200,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00609,2025-03-04,2025-03,Digital Thermometer,Medical Supplies,5800,5,29000,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-00610,2025-03-04,2025-03,Losartan 50mg,Antihypertensives,2100,12,25200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00611,2025-03-04,2025-03,Digital Thermometer,Medical Supplies,5800,3,17400,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00612,2025-03-04,2025-03,Antihistamine Tablets,Cold & Flu,800,31,24800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00613,2025-03-05,2025-03,Ibuprofen 400mg,Analgesics & Pain Relief,700,36,25200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00614,2025-03-05,2025-03,Paracetamol 500mg,Analgesics & Pain Relief,500,51,25500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00615,2025-03-05,2025-03,Cough Syrup 100ml,Cold & Flu,1400,19,26600,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00616,2025-03-05,2025-03,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,9,28800,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00617,2025-03-05,2025-03,Oral Rehydration Salts,Maternal & Child Health,600,43,25800,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00618,2025-03-05,2025-03,Paracetamol 500mg,Analgesics & Pain Relief,500,53,26500,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00619,2025-03-05,2025-03,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,8,20000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00620,2025-03-05,2025-03,Insulin Glargine Pen,Diabetes Care,9500,3,28500,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00621,2025-03-05,2025-03,Amoxicillin 500mg,Antibiotics,1200,24,28800,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-00622,2025-03-05,2025-03,Amoxicillin 500mg,Antibiotics,1200,21,25200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-00623,2025-03-05,2025-03,Metronidazole 400mg,Antibiotics,900,28,25200,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00624,2025-03-05,2025-03,Oral Rehydration Salts,Maternal & Child Health,600,41,24600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00625,2025-03-05,2025-03,Quinine Sulphate 300mg,Antimalarials,1500,16,24000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00626,2025-03-06,2025-03,Losartan 50mg,Antihypertensives,2100,16,33600,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-00627,2025-03-06,2025-03,Oral Rehydration Salts,Maternal & Child Health,600,61,36600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-00628,2025-03-06,2025-03,Amlodipine 5mg,Antihypertensives,1700,20,34000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00629,2025-03-06,2025-03,Ibuprofen 400mg,Analgesics & Pain Relief,700,51,35700,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-00630,2025-03-06,2025-03,Amoxicillin 500mg,Antibiotics,1200,34,40800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-00631,2025-03-06,2025-03,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,32,35200,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-00632,2025-03-06,2025-03,Coartem 20/120mg,Antimalarials,2200,17,37400,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-00633,2025-03-06,2025-03,Disposable Syringes (box of 50),Medical Supplies,6200,5,31000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-00634,2025-03-06,2025-03,Insulin Glargine Pen,Diabetes Care,9500,5,47500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-00635,2025-03-06,2025-03,Amodiaquine + Artesunate 25mg,Antimalarials,1800,18,32400,Kigali - Gasabo,Gasabo District Hospital,District Hospital
